event_id,transaction_id,event_type,event_timestamp,event_metadata,created_at
e7af1ebd-41e4-4bb0-8875-39622cd9abd7,6282e45b-87b1-4a92-9687-74f56ed64bb5,transaction_created,2024-01-01T00:00:15+00:00,,2024-01-01T00:00:15+00:00
a5bf2a40-cb96-4fe1-bc55-6232841d83c5,6282e45b-87b1-4a92-9687-74f56ed64bb5,payment_attempted,2024-01-01T00:00:27+00:00,,2024-01-01T00:00:27+00:00
8038bd0d-d6b7-4a7d-9b02-ce52eb5abcc5,6282e45b-87b1-4a92-9687-74f56ed64bb5,payment_failed,2024-01-01T00:00:28+00:00,,2024-01-01T00:00:28+00:00
8c90f3de-32a5-42d6-8e90-dd415d796d1f,896ce210-90a8-4004-ad2f-41761b851280,payment_attempted,2024-01-01T00:02:49+00:00,,2024-01-01T00:02:49+00:00
126d360f-0602-4a33-b17b-da46ca587201,896ce210-90a8-4004-ad2f-41761b851280,transaction_created,2024-01-01T00:02:54+00:00,,2024-01-01T00:02:54+00:00
82f293df-2f27-4803-817c-985ee525df28,896ce210-90a8-4004-ad2f-41761b851280,payment_completed,2024-01-01T00:03:00+00:00,,2024-01-01T00:03:00+00:00
b28d1f00-9206-44d2-a1e5-5c1660e9f81f,d539f9ca-40c7-424f-9f1d-60d3a71ad098,transaction_created,2024-01-01T00:04:34+00:00,,2024-01-01T00:04:34+00:00
4afc7228-7af1-46aa-9ecf-a8ca2839a5c0,d539f9ca-40c7-424f-9f1d-60d3a71ad098,payment_attempted,2024-01-01T00:04:40+00:00,,2024-01-01T00:04:40+00:00
e4d1a57e-d383-41c0-9a48-befe81536766,d539f9ca-40c7-424f-9f1d-60d3a71ad098,payment_completed,2024-01-01T00:04:42+00:00,,2024-01-01T00:04:42+00:00
98e52567-08da-495f-8288-9a3622ecba51,ed1b3116-c474-466c-a63d-b9f7f6693e15,transaction_created,2024-01-01T00:04:44+00:00,,2024-01-01T00:04:44+00:00
05d4d4cb-888b-44dc-ab31-903bbb531a90,ed1b3116-c474-466c-a63d-b9f7f6693e15,payment_attempted,2024-01-01T00:04:47+00:00,,2024-01-01T00:04:47+00:00
15e44741-22af-4e0a-9067-cba56e236592,ed1b3116-c474-466c-a63d-b9f7f6693e15,payment_failed,2024-01-01T00:04:50+00:00,,2024-01-01T00:04:50+00:00
ddafb487-f55a-4e9d-be5c-3cc5428eef7f,ed1b3116-c474-466c-a63d-b9f7f6693e15,payment_failed,2024-01-01T00:05:58+00:00,"{""reason"": ""retry_failed""}",2024-01-01T00:05:58+00:00
92d169a4-8088-4de2-bbfc-838e8aaa1f41,50288cae-6e4e-4370-b358-2865474921e3,transaction_created,2024-01-01T00:08:09+00:00,,2024-01-01T00:08:09+00:00
74be0718-3514-4030-9f8b-f8a4dc3ed3f0,50288cae-6e4e-4370-b358-2865474921e3,payment_attempted,2024-01-01T00:08:11+00:00,,2024-01-01T00:08:11+00:00
9c459c95-693f-4ae4-bb62-8a0b69955c76,50288cae-6e4e-4370-b358-2865474921e3,payment_completed,2024-01-01T00:08:16+00:00,,2024-01-01T00:08:16+00:00
b073e7bb-869f-43a5-9eb9-643de7b9e88b,b1d4407f-64d2-4574-9bc4-9b91613660b0,transaction_created,2024-01-01T00:08:56+00:00,,2024-01-01T00:08:56+00:00
effc8468-542e-4e79-9aa1-1cb9720d002f,b1d4407f-64d2-4574-9bc4-9b91613660b0,payment_attempted,2024-01-01T00:09:02+00:00,,2024-01-01T00:09:02+00:00
9736ce92-0aba-4092-9672-9d0dbda7e29d,b1d4407f-64d2-4574-9bc4-9b91613660b0,payment_completed,2024-01-01T00:09:04+00:00,,2024-01-01T00:09:04+00:00
5da61d30-c538-4390-8757-320ac9c66e8e,5b691803-6a09-495a-b67a-7896c7e18e31,transaction_created,2024-01-01T00:10:22+00:00,,2024-01-01T00:10:22+00:00
04dd7f1d-ba9c-41b0-8b1e-1a58cd42b55c,5b691803-6a09-495a-b67a-7896c7e18e31,payment_attempted,2024-01-01T00:10:26+00:00,,2024-01-01T00:10:26+00:00
65a51063-91f9-4fff-ba52-2390066ce8a8,5b691803-6a09-495a-b67a-7896c7e18e31,payment_completed,2024-01-01T00:10:27+00:00,,2024-01-01T00:10:27+00:00
63bcc6ee-5e29-402e-ae11-8b43e1e09a4d,6abee66f-fbe0-4243-954e-d4d528f389c2,transaction_created,2024-01-01T00:12:10+00:00,,2024-01-01T00:12:10+00:00
b2064f53-3fb4-4737-bdbe-ffc1396fdc96,6abee66f-fbe0-4243-954e-d4d528f389c2,payment_attempted,2024-01-01T00:12:22+00:00,,2024-01-01T00:12:22+00:00
083dde01-e5b8-45b9-9b7f-ff3bb17ac41e,6abee66f-fbe0-4243-954e-d4d528f389c2,payment_completed,2024-01-01T00:12:24+00:00,,2024-01-01T00:12:24+00:00
56980267-f161-4a13-97e5-788f408452c4,4773aaea-f71d-4c19-bc44-0b2dab31f733,transaction_created,2024-01-01T00:13:27+00:00,,2024-01-01T00:13:27+00:00
109f6e85-9fef-4e12-86d5-4a21d5e52d64,4773aaea-f71d-4c19-bc44-0b2dab31f733,payment_attempted,2024-01-01T00:13:28+00:00,,2024-01-01T00:13:28+00:00
199dc907-6ceb-4ff3-be48-58ab5383bf3e,4773aaea-f71d-4c19-bc44-0b2dab31f733,payment_completed,2024-01-01T00:13:31+00:00,,2024-01-01T00:13:31+00:00
52f32022-cbf1-4da0-91d5-db8af4196417,56472114-90d7-4c66-9c57-e6d4073e3188,transaction_created,2024-01-01T00:16:06+00:00,,2024-01-01T00:16:06+00:00
62a38c00-e4f2-46d3-bf1e-4d116462aca9,56472114-90d7-4c66-9c57-e6d4073e3188,payment_attempted,2024-01-01T00:16:06+00:00,,2024-01-01T00:16:06+00:00
b953e940-0610-43b7-af5c-f9c909bb088e,56472114-90d7-4c66-9c57-e6d4073e3188,payment_completed,2024-01-01T00:16:10+00:00,,2024-01-01T00:16:10+00:00
9fcb2f1e-e675-4517-a89e-67308ab797fc,5a5725e6-1e71-4ac5-a4ad-27715ef2246a,transaction_created,2024-01-01T00:16:31+00:00,,2024-01-01T00:16:31+00:00
900fce0c-7785-43ea-9ff8-9566beef9a76,5a5725e6-1e71-4ac5-a4ad-27715ef2246a,payment_attempted,2024-01-01T00:16:35+00:00,,2024-01-01T00:16:35+00:00
9820b605-7938-430c-824a-a638ba1ecbb2,5a5725e6-1e71-4ac5-a4ad-27715ef2246a,payment_completed,2024-01-01T00:16:39+00:00,,2024-01-01T00:16:39+00:00
8c71f896-cbcc-4562-8b50-d8f3d3f0a502,8a519c93-2a67-4917-b630-36744227ac1f,transaction_created,2024-01-01T00:20:21+00:00,,2024-01-01T00:20:21+00:00
309de47d-75d2-4d88-864f-5768caad433c,8a519c93-2a67-4917-b630-36744227ac1f,payment_attempted,2024-01-01T00:20:21+00:00,,2024-01-01T00:20:21+00:00
02dda07a-d0da-4903-a478-eb8eba60e65b,8a519c93-2a67-4917-b630-36744227ac1f,payment_completed,2024-01-01T00:20:24+00:00,,2024-01-01T00:20:24+00:00
12e0b796-5a48-4d53-8cfa-8e219c8a7fc2,e85579fc-5588-4d24-8724-8affa4971778,transaction_created,2024-01-01T00:22:44+00:00,,2024-01-01T00:22:44+00:00
4fceb7ae-9107-4048-a20a-e00e4cca8204,e85579fc-5588-4d24-8724-8affa4971778,payment_attempted,2024-01-01T00:22:44+00:00,,2024-01-01T00:22:44+00:00
2890cc35-c7b4-486e-88cf-20b8434d197f,e85579fc-5588-4d24-8724-8affa4971778,payment_failed,2024-01-01T00:22:49+00:00,,2024-01-01T00:22:49+00:00
91b9bcfa-3e2f-499d-9509-0ecca929348b,6dad051b-56d2-4132-a2ff-cdf012d22459,transaction_created,2024-01-01T00:22:56+00:00,,2024-01-01T00:22:56+00:00
1cc67605-a139-41d8-81ac-8a5437ba0860,6dad051b-56d2-4132-a2ff-cdf012d22459,payment_attempted,2024-01-01T00:22:58+00:00,,2024-01-01T00:22:58+00:00
1c0c30f6-2fa6-4953-8c32-655ee2fe63a0,6dad051b-56d2-4132-a2ff-cdf012d22459,payment_completed,2024-01-01T00:22:59+00:00,,2024-01-01T00:22:59+00:00
328c4ed6-9e16-4ad8-adbb-9c1718d5cbad,e85579fc-5588-4d24-8724-8affa4971778,payment_failed,2024-01-01T00:24:35+00:00,"{""reason"": ""retry_failed""}",2024-01-01T00:24:35+00:00
e97cc310-8d19-484d-bc1b-debf4d4fadd4,2ae91856-5b26-4554-9501-17caa8d7c401,transaction_created,2024-01-01T00:26:20+00:00,,2024-01-01T00:26:20+00:00
1f39e2a7-862f-4f22-aaef-05e687f2631a,2ae91856-5b26-4554-9501-17caa8d7c401,payment_attempted,2024-01-01T00:26:22+00:00,,2024-01-01T00:26:22+00:00
4a4b5484-e16c-43bc-bb11-a2f33ab09203,2ae91856-5b26-4554-9501-17caa8d7c401,payment_completed,2024-01-01T00:26:25+00:00,,2024-01-01T00:26:25+00:00
5410fdd6-1648-496e-abe4-51a4169f50ed,c2086ba7-96fe-4e75-b9ff-08c8f7d36937,transaction_created,2024-01-01T00:27:23+00:00,,2024-01-01T00:27:23+00:00
00415648-7dd3-40fb-b0c3-8a518b063170,c2086ba7-96fe-4e75-b9ff-08c8f7d36937,payment_attempted,2024-01-01T00:27:25+00:00,,2024-01-01T00:27:25+00:00
787276da-89d0-43bc-bb3d-abb02821bf01,c2086ba7-96fe-4e75-b9ff-08c8f7d36937,payment_completed,2024-01-01T00:27:27+00:00,,2024-01-01T00:27:27+00:00
38409ef8-3cbb-49a4-b32f-520b707f8450,1844e0cc-c482-4581-b097-7672e9ba2c32,transaction_created,2024-01-01T00:27:33+00:00,,2024-01-01T00:27:33+00:00
278a2e27-b8c8-451c-a9e5-10157f8c2586,1844e0cc-c482-4581-b097-7672e9ba2c32,payment_attempted,2024-01-01T00:27:36+00:00,,2024-01-01T00:27:36+00:00
4297a27a-a7bb-41bf-8faa-6ec983482d0f,8abc5252-6a19-4568-9129-78947e2934f9,transaction_created,2024-01-01T00:27:40+00:00,,2024-01-01T00:27:40+00:00
d6a15646-8bed-4102-8d5b-a89ccd4f8032,1844e0cc-c482-4581-b097-7672e9ba2c32,payment_completed,2024-01-01T00:27:41+00:00,,2024-01-01T00:27:41+00:00
f6d0d074-6115-4896-b3f5-f23758219e02,8abc5252-6a19-4568-9129-78947e2934f9,payment_attempted,2024-01-01T00:27:42+00:00,,2024-01-01T00:27:42+00:00
